semantic_document_id,glossary_id,document_type,source_schema,source_table,source_column,title,content,tags,content_hash,embedding_model,embedding,active_flag,business_domain,related_tables,related_metrics,example_questions,created_at,updated_at
a49bea09-1fb6-4067-8223-5f8df95dbb0c,,sql_template,,,,Sample SQL: Written Premium by Month,"select date_trunc('month', transaction_date)::date as month, sum(written_premium_amount) as written_premium from public.premiums group by 1 order by 1;","{""premium"",""sql_template""}",b26d2e9feaef1bbef2f6aa787622cd07a50856d77257aa724323da4b7223b5a2,text-embedding-3-small,,true,premium,"{""premiums""}","{""written_premium""}","{""What was written premium by month?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
ed547d56-a40d-4016-b4a9-60884d68aea4,,sql_template,,,,Sample SQL: NBP by Rider Category,"select rider_tag, is_rider, sum(new_business_premium) as new_business_premium from public.v_new_business_premium_by_rider group by rider_tag, is_rider order by new_business_premium desc;","{""premium"",""sql_template""}",b10cb11a52155f5d51b1459bfd49d0acb42138f09040a0d2ac5bc8adc78d2485,text-embedding-3-small,,true,premium,"{""v_new_business_premium_by_rider""}","{""new_business_premium"",""rider_new_business_premium""}","{""What is new business premium by rider category?"",""Which riders drive the most NBP?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
9fbaac17-370d-4607-9442-b5e0415aaf9e,,sql_template,,,,Sample SQL: Loss Ratio by Line of Business,"with claim_agg as (select p.product_id, sum(c.paid_amount + c.reserve_amount) incurred from public.claims c join public.policies p on p.policy_id = c.policy_id group by 1), premium_agg as (select p.product_id, sum(pr.earned_premium_amount) earned from public.premiums pr join public.policies p on p.policy_id = pr.policy_id group by 1) select prod.line_of_business, sum(claim_agg.incurred) / nullif(sum(premium_agg.earned), 0) as loss_ratio from public.products prod left join claim_agg on claim_agg.product_id = prod.product_id left join premium_agg on premium_agg.product_id = prod.product_id group by prod.line_of_business;","{""claims"",""sql_template""}",458d75b06afa7f05fb032f3811b071398422b4a25b81226fdcc62c3836db159c,text-embedding-3-small,,true,claims,"{""claims"",""premiums"",""policies"",""products""}","{""loss_ratio"",""incurred_amount"",""earned_premium""}","{""Show loss ratio by line of business.""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
af6a0697-31aa-4300-8c07-dd47a732fb20,,sql_template,,,,Sample SQL: Campaign Conversion Rate,"select c.campaign_name, c.channel, count(*) filter (where cr.conversion_flag) as conversions, count(*) as responses, count(*) filter (where cr.conversion_flag)::numeric / nullif(count(*), 0) as conversion_rate from public.campaigns c join public.campaign_responses cr on cr.campaign_id = c.campaign_id group by c.campaign_name, c.channel order by conversion_rate desc;","{""campaign"",""sql_template""}",0e6ff64e9937b0f9140e61f3c912c9a4cd43ccdbcc8826225e13fe4fe0eaeafd,text-embedding-3-small,,true,campaign,"{""campaigns"",""campaign_responses""}","{""conversion_rate"",""conversion_count"",""response_count""}","{""Which campaigns converted best?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
b250eeca-d669-4732-b975-0e7a6bac245a,,sql_template,,,,Sample SQL: Agent Quote to Bind,"select a.agent_number, sum(m.policies_bound_count)::numeric / nullif(sum(m.quotes_count), 0) as quote_to_bind_rate, sum(m.new_business_premium) as new_business_premium from public.agent_mapa_metrics m join public.agents a on a.agent_id = m.agent_id group by a.agent_number order by quote_to_bind_rate desc nulls last;","{""agent"",""sql_template""}",ec85c030a656d89c79518fb0dc0f9a68dd207a433f3a9548733256884b2d569d,text-embedding-3-small,,true,agent,"{""agent_mapa_metrics"",""agents""}","{""quote_to_bind_rate"",""new_business_premium""}","{""Which agents have the best quote-to-bind rate?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
27100a2c-fe5c-4554-a994-5a22b397aa9c,,sql_template,,,,Sample SQL: High Engagement Without Active Policy,"select c.customer_number, c.customer_segment, c.engagement_score from public.customers c where c.engagement_score >= 80 and not exists (select 1 from public.policies p where p.customer_id = c.customer_id and p.policy_status in ('active','issued','renewed')) order by c.engagement_score desc;","{""customer"",""sql_template""}",fe53b97d876827ba808fd75b092ffb96aec4a35e654c906fb5391977092d305f,text-embedding-3-small,,true,customer,"{""customers"",""policies""}","{""engagement_score"",""active_policy_count""}","{""Which high-engagement customers have no active policy?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
90713091-6a2c-458d-8425-5b2a2726f5df,,agent_definition,,,,Agent Performance Tier,"Agent performance tier can be derived from monthly MAPA metrics. High performers have above-median new business premium, healthy quote-to-bind rate, and acceptable persistency. Low performers may have high activity but low bound policy count or high lapse count.","{""agent"",""agent_definition""}",b9c66683625f0fbb4c64d64cb81b39c97139934239c79d7f38a81e62e2557d14,text-embedding-3-small,,true,agent,"{""agents"",""agent_mapa_metrics""}","{""new_business_premium"",""quote_to_bind_rate"",""persistency_rate"",""lapse_rate""}","{""Which agents have high activity but poor conversion?"",""Which agents are high performers?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
bb2664d7-db7b-4643-a512-00f4c38d931a,,agent_definition,public,agent_movements,,Agent Movement,"Agent movements represent appointments, transfers, territory changes, agency changes, terminations, and reactivations. Use effective_date for temporal comparisons and movement_type for grouping.","{""agent"",""agent_definition""}",b552c8d33627829a0b77096d2884482c5389dfd3a6ef1a95ba04a15323e56314,text-embedding-3-small,,true,agent,"{""agent_movements"",""agents"",""agent_mapa_metrics""}","{""agent_count"",""new_business_premium"",""persistency_rate""}","{""What happened to production after agency changes?"",""How many agents transferred territories?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
2c8f56ed-2c4f-4f1c-a3f3-a740cfdba412,,campaign_definition,,,,Campaign Response Funnel,"Campaign response funnel order is delivered, opened, clicked/called, quoted, converted. Not every channel has every step. Use response_type counts grouped by campaign_id and channel for funnel analysis.","{""campaign"",""campaign_definition""}",0c22c74495b5baec76cc6d3ba26286734e39382c5e56fb72548101400951e65b,text-embedding-3-small,,true,campaign,"{""campaigns"",""campaign_responses""}","{""delivered_count"",""opened_count"",""clicked_count"",""quoted_count"",""conversion_count""}","{""Show campaign funnel by channel."",""Where do email campaigns drop off?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
6801b8a2-bb02-476e-b713-7918954fea8b,,campaign_definition,,,,Campaign Attribution Premium,"Campaign conversion premium is stored on campaign_responses.conversion_premium when conversion_flag is true. If policy_id is present, policy annual premium can validate or supplement attribution.","{""campaign"",""campaign_definition""}",4136a35c1ac8eaa5ab1d427e83d99f3fe195cc543e60ab3a88a7c318927b72a0,text-embedding-3-small,,true,campaign,"{""campaign_responses"",""policies"",""campaigns""}","{""conversion_premium"",""annual_premium""}","{""Which campaigns drove the most premium?"",""Compare attributed premium to policy annual premium.""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
df6e23e3-54bd-4174-9e52-ac98f04007ed,,customer_segmentation,public,customers,customer_segment,Customer Segment,"Customer segment is stored in customers.customer_segment. Synthetic segments include young_professional, family_protection, affluent_wealth, retirement_planner, health_focused, and sme_owner.","{""customer"",""customer_segmentation""}",e44369354393aa8e39c7175e9f353167b2f434dd58f6c75ba5be9b0036bf13be,text-embedding-3-small,,true,customer,"{""customers"",""policies"",""campaign_responses""}","{""customer_count"",""conversion_rate"",""written_premium""}","{""Which customer segment has the most policies?"",""Which segment converts best from campaigns?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
5133b474-454c-41c6-a1d7-734ce39e4188,,customer_segmentation,public,customers,risk_tier,Risk Tier,"Risk tier is stored in customers.risk_tier and indicates synthetic underwriting or risk propensity. Values are low, medium, high, and very_high. Use with claims and premium to analyze loss experience.","{""customer"",""customer_segmentation""}",b0c28d9fe7f93efdf7c968dcf3243932c2129449302ab2657b03e2f0b21ddcc4,text-embedding-3-small,,true,customer,"{""customers"",""policies"",""claims"",""premiums""}","{""loss_ratio"",""claim_frequency"",""written_premium""}","{""What is claim frequency by risk tier?"",""Do high-risk customers have higher loss ratio?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
4d802d08-92d6-459f-81fb-7ef513f15b36,,customer_segmentation,public,customers,lifecycle_stage,Lifecycle Stage,"Lifecycle stage is stored in customers.lifecycle_stage. Values include prospect, active, inactive, lapsed, and former. Use for retention, reactivation, cross-sell, and campaign targeting questions.","{""customer"",""customer_segmentation""}",36fa967e7489b6256eb5252ace9f40f1865e5928a025dfb0063f35159f9b7f6f,text-embedding-3-small,,true,customer,"{""customers"",""campaign_targets"",""campaign_responses"",""policies""}","{""customer_count"",""conversion_rate"",""lapse_rate""}","{""Which inactive customers responded to campaigns?"",""How many lapsed customers converted?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
22bdcaca-4619-49b1-b5e1-96024105af17,,column_description,public,policies,policy_status,Column: policies.policy_status,"policies.policy_status is the lifecycle status of the policy. Use it to filter active, renewed, lapsed, cancelled, expired, quoted, or issued policies. For in-force analysis usually include active, issued, and renewed.","{""policy"",""column_description""}",120a2b9b4db97980d7a55a125c5224be05d7e8bf6ce826425b9b3c4ead393732,text-embedding-3-small,,true,policy,"{""policies""}","{""active_policy_count"",""lapsed_policy_count""}","{""Count policies by status.""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
80db1165-03b6-4e6e-b79b-ebfd339fae53,,column_description,public,products,line_of_business,Column: products.line_of_business,"products.line_of_business is the highest-level product grouping, such as health, life, critical_illness, savings, investment_linked, or wealth. Use it for executive product performance rollups.","{""product"",""column_description""}",9d592921a4d521aec081dd94d74bb61e81eedcaa53d21a61a56ce058941f0107,text-embedding-3-small,,true,product,"{""products"",""policies""}","{""written_premium"",""loss_ratio"",""policy_count""}","{""Show written premium by line of business.""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
53b34919-ab10-4833-bbaa-7415618774f4,,column_description,public,campaigns,channel,Column: campaigns.channel,"campaigns.channel is the primary marketing channel, such as email, sms, direct_mail, agent_call, web, app, social, or partner. Use it to compare response rates and conversion rates.","{""campaign"",""column_description""}",51c2086905d54bdd6263e91384d7e586478d08f641442965be613ffdeec789c4,text-embedding-3-small,,true,campaign,"{""campaigns"",""campaign_responses""}","{""conversion_rate"",""response_count""}","{""Which channel has the highest conversion rate?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
bc618513-a5e2-4fb7-aa01-75d9965b2dff,,column_description,public,customer_engagement_events,metadata,Column: customer_engagement_events.metadata,"customer_engagement_events.metadata is JSONB for additional event attributes and synthetic data quality flags. Query it only when the user asks about metadata, event quality, or custom event attributes.","{""customer"",""column_description""}",c73013e6db8ba781da4725ce2bfb100daf41c1d46aac218196d1f38c10925e82,text-embedding-3-small,,true,customer,"{""customer_engagement_events""}","{""event_count""}","{""Which events have duplicate click candidate flags?""}",2026-05-29T03:51:15+00:00,2026-05-29T03:51:15+00:00
